MP Police,,
item,count,ref_nos
social media lab,2,"SB/Store/2019-25(179) Bhopal, DT 01-07-19, SB/STORE/2020-25(511) BHOPAL DATED 1-12-2020"
repair of roof floor etc thana silwani bamhori devnagar raisen,1,11/2021-22
armoury,1,05/2019-20/4
construction of c. m. rise school gurjar bardiya,1,NIT 14/2022-23_6
construction of semi urban thana at suatala distt narsinghpur,1,05/2019-20/10
window replacement work ( as per nit ),1,04/2025-26
boom barrier,1,SB/STORE/2024-25(22) BHOPAL DATED 19.01.2024
construction of semi urban thana at shahpur,1,28/2019-19
temporarily making the necessary hardware available,1,Phq/Sel / 2/A-3/11/04-01-22
1x500 kva sub station work ( in existing grid ) for new dial 100 building,1,03/2020-21
construction of 2 f type qtrs at samudayik swasthya kendra keolari distt seoni,1,12/2018-19
shed,3,"20/2019-20-5, 01/2024-25/8, 04/2025-26/5"
240 constable qtrs at mahabadiya kajlikheda kolar road bhopal,1,09/2022-23
8 gos 24 ngo 96 constable qtrs drp line dhar,2,"13/2018-19/2, 09/2018-19"
repairing work of administrative building at 2nd batallion gwalior,1,19/2019-20
jury stand,1,29/2022-23
external water supply work at drp line rewa,1,20/2018-19
chunabhatti bhopal,1,12/2023-24
renovation work of store room,1,07/2020-21
painting work of 21 wireless towers,1,D-13078/2024 Date 27/09/2024
dheemarkheda distt.- katni,2,"20/2018-19_4, 19/2018-19_10"
dismantling work of old condemned bhawan,2,"16/2022-23, 20/2022-23"
construction of shed waiting room for force in police line rewa,1,P408/2024
kitchen at p. t. s. distt. umaria,1,"26/2021-22  Annapurna Mess Dining Hall 1,2,3  Kit"
high mast lighting system at govt. model higher secondary schcool,1,07/2024-25
sub- divisional officer ( headquarters ) room located in office of sub divisional officer,1,169F
window at kolgawan thana satna,1,17/2019-20
construction of shed of admin office at gandhi hall,1,14/2023-24/2
sohangarh,2,"04/2019-20-4, 06/2019-20-7"
renovation fire training centre home guard,1,003/2021-22
construction of govt hss simarol at shujalpur dist shajapur,1,02/2023-24
01 no. watch tower guard room at chowki lodanghi,1,16/2023-24
thana bhawan kantaphod,1,NIT 11/2024-25_1
gandhi nagar bhopal,1,11/2023-24
under cm rise school project construction of govt. model school,1,14/2022-23
construction of mahila desk ( fir room ) chakghat dist rewa,1,16/18-19
fencing work 12 ngo,1,08/2019-20
renovation work at urja mahila help desk thana civil lines,1,03/2023-24
construction of separate room toilet for ladies fir room at thana mihona distt bhind,1,06/2019-20
construction of semi urban thana building new katni junction,2,"21/2019-20, 24/2018-19_17"
finger print material,1,2577
reparing work fsl sagar,1,15/2024-25
result for balance,1,03/2025-26
installation of blinds,1,D-10022/2024 date 24/07/2024
construction of ladies toilets,1,SP/Ujjain/RI/33/2024
wall roof floor electric repair work 144 police quarters,1,11/2021-22
constuction 50 beded hospital ( c. h. c ) sardarpur dist.,1,19/2023-24
raptc mtd dry grass 326a,1,RPATC MTD GRASS 326 A
construction work 30 beded chc with 2f,1,11/2022-23
appointment of agency for comprehensive annual operation,1,F-499/2021  Date 19/05/2021
chana,1,6bn/saf/jbp/mtd/e tender/a/2517/21
construction work of mahila barrack for district shivpuri,1,25/2023-24
different types of spare batteries for various wireless sets,1,D-19573/2023
anti riot vehicle,1,PHQ/24/MT/5358-1/2022
online tender for construction of sport barrack,1,SPORTS/587/19
construction of boundary wall at ajk thana building distt rajgarh,2,"05/2020-21, 08/2020-21"
replacement work of 210 doors,1,06/2024-25
rakshit police line,1,NIT 03/2022-23_1
profile shed construction work for parking vehicles in the m. t. branch.,1,8bn/saf/qm/m-4067/2024
special repairing work at thana building ambah distt morena,1,42/2022-23
upgradation work in govt sc boys girls hostel kabeer siroja tahsele,1,004/2022-23
genetic analyzer cathode buffer,1,No.  FSL /STORE/SB/6C/III/2019
distt. khargone,4,"10/2021-22, 27/2024-25/7, 27/2024-25/4, 18/2022-23/1"
repairing work of roof at mahila cell sheopur changing door window at thana dehat qtrs sheopur construction of shed infront of n,1,28/2019-20
model school ujjain,1,NIT 22/2021-22_1
repairing work at traffice thana,1,09/2024-25
external electrification work of govt. excellence higher secondary school,1,41/2023-24
m/ 6568,1,M/6568
purchase of dry ration for horses,1,MTD/2020/130
external electrification work of 33/ 0. 4 kv substation 2x630 kva transformer at 200 to 300 bedded hospital,1,13/2023-24
guard room at pts umaria,1,05/2019-20/5
repairing work at indoor stadium ranjhi district jabalpur,1,05/2020-21
upgradation work of community health centre from 30 bed to 50 bed at nagod distt satna,1,20/2021-22
construction work of 4g qtrs at community health center chitrangi distt. singrouli,2,"17/2018-19, 24/2018-19"
mt parking shade paver block tiles fitting work,1,1stbn/qm/G-3444
renovation work govt collage naigarhi distt rewa,1,08/2021-22
construction of kanya shiksha parisar at bichua distt chhindwara,1,09/2023-24
48 constable qtrs drp line khargone,1,08/2018-19
construction of boundry wall at goverdhan thana dist shivpuri,1,01/2022-23
personal digital assistance,1,SB/STORE/2020-25 (347) BHOPAL DATED 17-8-2020
qm657mtd,1,QM657mtd
4 h type qtrs at district hospital umariya,2,"09/2022-23 4F,4G,4H Qtrs.Distt.Hospital Umaria, 07/2020-21 4F 4G 4H UMARIA"
makronia sagar.,1,004/2022-23
construction of court room at acp office khajrana,1,10/2023-24/2
48 qrts at drp line district mandla,1,12/2019-20
kotwali,1,12/2023-24
type residential qtrs. for staff at community health center katangi,1,14 / 2018-19
construction of dog canal at d. r. p. line burhanpur,1,16/2019-20/8
1. repairing work of seiaa office,1,23/2024-25
repairing work of 06 ngo,1,22/2024-25/1
mahila desk kotwali chhatarpur,1,20/2020-21
beautification of park at rrp line bhopal,1,04/2020-21
construction of community center at kanki distt. balaghat.,1,17 / 218-19
26/ 2018- 19 construction of mahila desk ( fir room ) chachai distt. anuppur,1,26/2018-19
02f04g04h qrs jatara tikamgarh,1,15/2020-21
construction of boundary wall gate for semi urban thana surpura distt bhind,1,02/2022-23
inner side painting,5,"SP/Ujjain/RI/3410/2023, SP/Ujjain/RI/3406A/2023, SP/Ujjain/RI/3529L/2023, SP/Ujjain/RI/3408/2023, SP/Ujjain/RI/3407A/2023"
various reparing work for 2 g. o.,1,11 / 2021 - 22
construction of govt. higher secondary school karanjiya ( mohtra ),1,"23/2022-23 Govt. H.S.School  Karanjiya, Dindori"
various construction work at excellence school neemuch,1,NIT 22/2021-22_5
qtr no 127 ( k to ch ),1,13/2020-21
chemical item for tox,1,PHQ/15/GPC/5299-2/2024
repair work of trunking room at radio head office at integrated command center shyamla hills bhopal.,1,23/2024-25
proposed toilet 20wc,2,"06/2024-25, 10/2024-25"
drone/ rpas ( remotely piloted aircraft system ),1,SB/STORE/2021-25(141) BHOPAL DATED 17-3-2021
construction of 48 constable qrts at sanjeev nagar police line nevari bhopal,1,32/2021-22
construction of sewer line work for 36,1,12/2020-21
renovation ( 380m. chain link,1,05 / 2020-21
belt,1,"PHQ/HAWK FORCE/QM/C-1006/BHOPAL, DT. 04/11/2019"
construction of sona sakha sansthan maryadit bank office,1,01/24-25
district shahadol,3,"06/2019-20_2, 06/2019-20_3, 06/2019-20_4"
water supply,1,19/2020-21
govt. model school ichhawar,1,06/2021-22
profile sheet work at gymnasium 6th bn saf jbp,1,QM/B/4213
distt umaria,1,26/2022-23 Ext. Elect. Umaria
police fire station indore,1,14/2023-24/2
boys h. s. school shujalpur,1,NIT 22/2021-22_2
fixtures repairing ),1,SP/Ujjain/RI/114/2024
semi urban thana salamatpur raisen,1,9/2019-20
2h qtrs at community health center sirmore distt. rewa,1,23/2018-19
33kv,1,48/2023-24
external electrification work of 8 gos 24 ngo,1,25/2020-21
external electrification work of 8go 24ngo 96consteble quarters drp line rewa,1,20/2019-20
construction of semi- urban thana at panwar distt rewa,1,22/2019-20
construction of mahila desk at thana ajk mandla,1,01/2019-20/4
construction of semi urban thana dipar deerolipar distt datia,1,26/2019-20
bullet resistance vehicle,1,SB/STORE/2023-25 (221) BHOPAL DATED 7.8.2023
che divison,1,PHQ/15/GPC/5299-2/2024
construction of watch tower guard room at police camp ( hawk force s. t. g. 02 ) temni ( sayar sanduka ) under chowki deverbeli distt. balaghat,2,"20 / 2019-20, 17 / 2019-20"
construction of separate room toilet for ladies fir room at thana umri distt bhind,1,25/2019-20
reparing work at 8 constable at thana campus mohgaon distt mandla,1,01/2022-23
various construction work at govt. h. s. school khareli distt. dewas,1,NIT 07/2023-24_1
construction of csp bungalow left side boundary wall at burhanpur,1,07/2019-20/4
pahadgarh disst. morena,1,19/2021-22
construction of sos barrack,1,03/2024-25
mantinance work,2,"M2559-A, A-1365"
special repairing work thana kusmi distt sidhi,1,18/2022-23
construction new tin shed 26th battalion s. a. f pared ground manch,1,26th/bn/saf/03/2021
36 ) 12 nos qtrs,1,06/2025-26
1 repairing work of thana phori septinc tenk,1,19/2020-21
construction of balance work urban thana ranjhi jabalpur,1,18/2021-22
c,3,"05, NIT 23/2021-22_2, 01/2024-25/2"
construction of 01 no. watch tower,1,15 / 2020-21
mahila suraksha shakha at control room ujjain,1,SP/Ujjain/RI/3408/2023
catering service,1,SP/PTC/IND/4197/2024
forensic workstation ( high end ),1,SCPH/STORE/D-626/19
painting work at e. o. w. bhopal,1,23/2023-24
repair work ( including electrification ) in sdop office mungaoli district ashoknagar,1,2453
construction of semi urban thana pavai distt bhind,1,26/2019-20
laying of synthetic top layer at 04 lane warm up athletic track3d at sports complex infront of iiitm,1,40/2023-24
other devlopment works at hocky ground,1,04/2023-24
jaora,2,"04/2019-20-4, 06/2019-20-7"
inside outside paints work,1,SP/RTM/RI/1722/2023
special repair work at policethana building kotwali bhopal,1,41/2022-23
construction of police station crime branch bhantaliya,1,14/2018-19
construction of balance work repairing,2,"06/2022-23, 04/2022-23"
infrastructure work at govt excellence school campus distt seoni,1,05/2021-22
repaing,1,664
office toilet district commandant- 2,1,"02/2025-26 (5) Repairing Work of Office Toilet-1, Office Toilet District Commandant-2, Sainik Barrac"
construction of chowkey karri chhatarpur,1,21/2019-20
printer purchase,1,DCP/IND/HQ/RK/159/2024
1 h type qtrs at community heath center,2,"23/2019-20, 19/2021-22 JHIKBIJURI HEALTH"
kampoo gwalior,1,27/2023-24
toilet for ladies fir room at thana thatipur distt gwalior,1,30/2018-19
furniture purchase,1,CP/IND/RK/108/2023
repairing work at 24 ngo ftype itype qtrs fsl colony,1,03/2024-25
tracksuit,1,CO/HF/QM/BGT/E-715/21 DT-13/07/2021
48 qrts at amanala district mandla,1,12/2019-20
horse ration arrangement in 2nd bn. gwalior,2,"02/2019-20, 01/2020-21"
result for construction of obstacles at pared ground pts sagar,1,15/2024-25
mahila barrack for homeguard,5,"12/2023-24/6, 12/2023-24/2, 12/2023-24/3, 12/2023-24/5, 12/2023-24/4"
20,2,"06/2025-26, 14/2020-21"
repair work of mahila thana spcial work,1,NIT08 2023-24
district umaria,4,"07/2020-21 2F 2G 2H MANPUR, 22/2018-19_7, 22/2018-19_8, 06/2019-20_6"
contruction of record room at grp line at jabalpur,1,15/2022-23
composite building,1,14/2020-21
construction of one nos hall at district commandant home guard office guna,1,03/2025-26
construction of semi urban thana at gyaraspur,1,28/2019-19
toilet for ladies fir room at thana morar distt gwalior,1,30/2018-19
colour printer for police units,1,PHQ/15/GPC/3155-1/24
air conditioning work at cyber hostel bhopal,1,08/2019-20
result for construction of 100 beded kgbv ( dise code 234608kgh01 ) type- iii hostel building at malhargarh distt. ashok nagar ( mp ),1,33/2024-25
construction of 08 gos 24 ngos 96 constable qrs district niwari,1,70/2018-19
monthly rent of vehicle ac tuv 300 t- 4 plus,2,"20/2020-21, 13 / 2020-21"
barrier free work govt. girls college khandwa ( m. p. ),1,09/2021-22/2
datia ( m. p. ),1,34/2023-24
other items purchase,1,1104/12-06-2024
construction of drain at police training school,1,NIT 26/2023-24_1
02 c. t. i. home guard mangeli distt. jabalpur,1,02/2023-24 Mangeli Jabalpur
barracks at chowki saletekari,1,15 / 2020-21
32nd bn. s. a. f. company bhawan,1,NIT 11/2024-25_3
tender for mess operation,1,D-771 dated 03-04-2025
khalghat distt. dhar,1,09/2019-20/4
constrution of dog mess,1,M-4042
repairing work of qtrno 16,1,4004/24
construction of barrack at camp lodhangi,1,02/2023-24
consumable items,1,DCP/IND/HQ/RK/143/2024
construction of mahila desk for fir at thana umariapan,1,03/2019-20/2
construction of separate room toilet for ladies fir room at thana agra distt sheopur,1,09/2019-20
construction work of i. g. office building gwalior.,1,45/2023-24
demolition,1,24/2019-20
special repair work thana prithvipur niwari.,2,"12/2022-23, 13/2022-23"
mt garage,1,24/2021-22/3
3 repair,1,2225
palhari distt chhindwara,1,13/2024-25
b10 old sp office indore,1,02/2019-20/7
s. a. f.,13,"Nit No. 09/2018-19, 23/2020-21/08, 02/2019-20, 13/2019-20, 23/2020-21/05, 06/2019-20-7, 23/2020-21/09, 06/2019-20-1, 10/2024-25/01, 04/2019-20-4, 23/2020-21/07, 23/2020-21/04, 23/2020-21/02"
repairing work of female toilet block at rrp line bhopal berrack,1,1188/2024
painting work of barrack no. 01,1,02/2023-24 Mangeli Jabalpur
construction of mahila desk for fir at umariapan,2,"20/2018-19_4, 19/2018-19_10"
repairing of ngo qtrs 01 to 04 at madan mahal thana,1,13/2018-19
septic tank repair work of residential old block- a houses located at police line,1,170I
shed work for 8 blocks at 312 police quarters radio colony bhopal,1,08/2025-26
repairing of toilets,1,12/2021-22
in male barrack no 1 near old r. i. office building at drp line distt seoni,1,04/2021-22
maintenance work of old sp office mahila thana,1,12/2024-25
at 13th bn. s. a. f.,1,16/2020-21
traffic education centre at sirol,1,16/2022-22
construction of mahila desk at police thana barod distt. khargone,1,12/2018-19/10
n 01 ngo control room house repairing,1,3307/23.10.2024N 01 NGO CONTROL ROOM house REPAIRING
construction of semi urban thana building gohad dist bhind,1,13/2019-20
police training college,1,02/2019-20
result for rate contract for 39 types of cctv items for mp- police cctv surveillance system,1,D-13756/2024 Date 10/10/2024
salt for horse at khargone,1,e-tender/976/2020 dtd 13.02.2020
repairing work of girls hostal bldg. at distt. sports academy kampoo gwalior,1,05/2020-21
construction of park,1,04/2020-21
renovation work c1 bhadbhada road bhopal,1,15/2020-21
ps of sp ujjain ) side painting,1,SP/Ujjain/RI/3411C/2023
roof repair work 118 police quarters,1,11/2021-22
construction of ( 60 men ) police barriack at cherital jabalpur,1,13/2021-22
external electrification work for construction of 08 gos,1,10/2019-20/2
construction of mahila desk for fir at thana kotwali,1,10/2019-20_5 MAHILA DESK
construction of rcc drain at mulna stadium balaghat.,1,13 / 2023-24
spectators gallery at ranjhi jabalpur,2,"01/2024-25, 31/2022-23"
construction of approach road upto new hostel at police radio headquarter bhopal,1,32/2023-24
construction of police chowki at umarnala distt chhindwara,1,06/2019-20/7
result for construction of washroom ( attached toilet ) including electrical fittings at n. g. o.,1,84B
real time viewing system ( rtvs ),1,SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022
maintenance for safe city monitoring,1,F-499/2021  Date 19/05/2021
block 02 yd nagar house repairing,1,3309/23.10.2024BLOCK 02 YD NAGAR house REPAIRING
24 qtrs at police thana campus gadarwara distt narsinghpur,1,14/2019-20
construction of drain,2,"03/2021-22, 63/2018-19"
bid distt. khandwa,1,09/2019-20/2
door frame metal detector,1,SB/STORE/2019-25(332) BHOPAL DT 14.10.19
bagli distt. dewas,1,33/2018-19
fsl kit items with accessories,1,PHQ/15/GPC/7282-1/23
bhagsur distt. badwani,1,17/2019-20-7
external electrification work for s. p. office building,1,NIT 14/2024-25_1
repair work in blocks at 18th bn. s. a. f.,1,06/2024-25
various repairing works of old building ( ahilya hostel,1,03/2024-25/2
construction of new fortified of vulnerable police station at pathri,1,05/2024-25
shed renovation gopalan pashu samvardhan board,1,003/2022-23
single frequency series repeater complete with accessories,1,D-10239/2024 date 29/07/2024
construction of open parking in pts campus,1,19/2020-21
mantainence work,8,"170H, 170C, 170L, 170E, 170G, 170B, 170D, 170K"
result for repairing work of police station bankhedi distt narmadapuram,1,03/2024-25
stationary items,4,"PHQ/20/stationary/06/24, PHQ/Sec-20/Stationary/45/2024, PHQ/SB/SEC-24/STORE/404/20 BHOPAL DT. 25.11.20, PHQ/15/GPC/3019-1/2022"
